project,cve,cwe,commit_sha,is_file_vulnerable,is_function_vulnerable,file_name,function_name,function_start_line,function_end_line,function_nloc
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,"foveon_camf_matrix( unsigned dim [ 3 ] , const char * name)",4908,4949,39
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,redcine_load_raw(),4257,4353,76
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,blend_highlights(),6308,6353,39
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,kodak_dc120_load_raw(),3383,3402,17
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,"parse_thumb_note( int base , unsigned toff , unsigned tlen)",7782,7796,14
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,"Kodak_WB_0x08tags( int wb , unsigned type)",10956,10966,11
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,"parse_makernote( int base , int uptag)",10233,11845,1502
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,crop_masked_pixels(),4354,4452,88
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,parse_minolta( int base),13912,13987,73
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,"raw( unsigned row , unsigned col)",1718,1718,1
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,"ljpeg_start( struct jhead * jh , int info_only)",787,857,70
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,parse_cine(),13551,13617,66
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,derror(),357,368,12
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,parse_exif( int base),10551,10706,143
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,canon_600_load_raw(),756,784,26
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,lossless_jpeg_load_raw(),949,1017,54
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,sget2( uchar * s),89,95,7
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,foveon_thumb(),4690,4734,43
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,samsung2_load_raw(),4007,4035,26
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,parse_rollei(),14331,14368,37
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,setPentaxBodyFeatures( unsigned id),7358,7424,66
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,guess_byte_order( int words),16126,16144,18
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,"cubic_spline( const int * x_ , const int * y_ , const int len)",548,609,61
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,bcd2dec( uchar data),436,444,9
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,make_decoder_ref( const uchar ** source),894,912,18
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,"processCanonCameraInfo( unsigned id , uchar * CameraInfo , unsigned maxlen)",6601,6830,230
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,canon_rmf_load_raw(),2719,2769,43
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,_CanonConvertEV( short in),7834,7863,28
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,"lin_interpolate_loop( int code [ 16 ] [ 16 ] [ 32 ] , int size)",5254,5274,21
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,lin_interpolate(),6593,6642,40
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,"foveon_decoder( unsigned size , unsigned code)",4654,4688,33
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,ciff_block_1030(),14111,14132,21
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,parse_fuji( int offset),14654,14750,88
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,PentaxISO( ushort c),8748,8771,23
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,bad_pixels( const char * cfname),5612,5714,83
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,"powf64( float a , float b)",7804,7804,1
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,lossless_dng_load_raw(),1250,1324,64
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,"Kodak_WB_0x08tags( int wb , unsigned type)",12278,12288,11
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,make_decoder_ref( const uchar ** source),612,630,18
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,minolta_z2(),1616,1627,11
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,"parseCanonMakernotes( unsigned tag , unsigned type , unsigned len)",8383,8678,281
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,"parse_ciff( int offset , int length , int depth)",12810,13001,174
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,border_interpolate( int border),5231,5252,21
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,"foveon_make_curves( short ** curvep , float dq [ 3 ] , float div [ 3 ] , float filt)",5006,5014,8
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,"getbithuff( int nbits , ushort * huff)",542,581,28
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,vng_interpolate(),5337,5485,143
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,xtrans_interpolate( int passes),5611,5888,252
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,"ph1_bithuff( int nbits , ushort * huff)",2122,2154,23
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,android_tight_load_raw(),2679,2695,16
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,"getbithuff( int nbits , ushort * huff)",824,863,28
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,"saneSonyCameraInfo( uchar a , uchar b , uchar c , uchar d , uchar e , uchar f)",407,434,28
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,sget4( uchar * s),192,198,7
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,sget4( uchar * s),474,480,7
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,wavelet_denoise(),4710,4807,94
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,parse_phase_one( int base),13080,13324,232
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,nokia_load_raw(),2632,2677,39
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,imacon_full_load_raw(),2782,2815,24
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,ppm16_thumb(),1936,1949,14
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,parse_gps( int base),10759,10790,31
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,kodak_rgb_load_raw(),3994,4021,23
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,setSonyBodyFeatures( unsigned id),7780,7878,94
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,getint( int type),490,490,1
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,"parse_makernote_0xc634( int base , int uptag , unsigned dng_writer)",8908,8908,1
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,get_timestamp( int reversed),10529,10549,20
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,,-1,-1,-1
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,colorcheck(),4621,4695,69
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,lossless_dng_load_raw(),1541,1615,64
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,canon_600_auto_wb(),677,726,49
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,foveon_dp_load_raw(),4796,4826,28
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,sony_arw2_load_raw(),4122,4257,120
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,wavelet_denoise(),6027,6124,94
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,fill_input_buffer( j_decompress_ptr cinfo),3444,3454,10
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,ahd_interpolate(),7415,7473,40
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,"smal_decode_segment( unsigned seg [ 2 ] [ 2 ] , int holes)",4396,4472,74
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,int_to_float( int i),210,218,9
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,wavelet_denoise(),4809,4932,98
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,wavelet_denoise(),6126,6249,98
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,jpegErrorExit( j_common_ptr cinfo),3501,3505,5
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,Canon_WBCTpresets( short WBCTversion),8203,8247,45
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,canon_600_load_raw(),474,502,26
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,_CanonConvertAperture( ushort in),7827,7832,6
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,"cam_xyz_coeff( float _rgb_cam [ 3 ] [ 4 ] , double cam_xyz [ 4 ] [ 3 ])",5904,5935,30
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,setPhaseOneFeatures( unsigned id),7540,7699,157
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,median_filter(),6271,6306,31
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,"ahd_interpolate_combine_homogeneous_pixels( int top , int left , ushort(*rgb) [ TS ] [ TS ] [ 3 ] , char(*homogeneity_map) [ TS ] [ 2 ])",6043,6097,51
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,nikon_e2100(),1867,1880,13
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,parse_phase_one( int base),14408,14652,232
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,ppg_interpolate(),5490,5557,46
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,scale_colors(),4991,5165,152
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,kodak_c330_load_raw(),3437,3478,35
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,get4(),483,488,6
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,"pseudoinverse( double(*in) [ 3 ] , double(*out) [ 3 ] , int size)",5871,5902,31
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,"smal_decode_segment( unsigned seg [ 2 ] [ 2 ] , int holes)",4100,4176,74
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,samsung_load_raw(),4259,4301,40
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,linear_table( unsigned len),10943,10952,10
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,"parse_makernote( int base , int uptag)",8911,10523,1502
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,"parseFujiMakernotes( unsigned tag , unsigned type)",9023,9100,78
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,guess_byte_order( int words),14641,14659,18
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,smal_v9_load_raw(),4532,4551,19
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,sony_arw_load_raw(),3798,3824,24
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,"adobe_copy_pixel( unsigned row , unsigned col , ushort ** rp)",1190,1211,21
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,kodak_65000_load_raw(),3637,3657,18
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,"adobe_copy_pixel( unsigned row , unsigned col , ushort ** rp)",1481,1502,21
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,"hat_transform( float * temp , float * base , int st , int size , int sc)",4698,4707,10
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,sget2Rev( uchar * s),458,464,7
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,get_timestamp( int reversed),11851,11871,20
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,get2(),185,190,6
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,"foveon_gets( int offset , char * str , int len)",14983,14992,10
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,samsung2_load_raw(),4303,4331,26
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,ppg_interpolate(),6807,6874,46
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,scale_colors(),6308,6482,152
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,"gamma_curve( double pwr , double ts , int mode , int imax)",4512,4552,40
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,"remove_trailing_spaces( char * string , size_t len)",14691,14706,16
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,parse_foveon(),14994,15134,137
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,parse_tiff( int base),13627,13642,16
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,parse_tiff_ifd( int base),12438,13625,1070
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,median4( int * p),4190,4204,14
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,setPhaseOneFeatures( unsigned id),8862,9021,157
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,"PentaxLensInfo( unsigned id , unsigned len)",8774,8860,84
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,my_roundf( float x),6486,6503,18
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,canon_load_raw(),704,785,75
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,apply_tiff(),13644,13910,257
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,unpacked_load_raw_reversed(),2713,2729,15
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,"hat_transform( float * temp , float * base , int st , int size , int sc)",6015,6024,10
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,canon_has_lowbits(),969,984,15
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,"powf_lim( float a , float b , float limup)",7803,7803,1
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,unpacked_load_raw(),2695,2711,15
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,setOlympusBodyFeatures( unsigned long long id),8353,8381,29
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,dcraw/dcraw.c,nikon_yuv_load_raw(),1818,1844,24
libraw/libraw,CVE-2017-6887,664,7ed16d4d5f039f009dd84e99f98ee5b7f2bdabc8,True,False,internal/dcraw_common.cpp,green_matching(),4937,4989,49
