project,cve,cwe,commit_sha,is_file_vulnerable,is_function_vulnerable,file_name,function_name,function_start_line,function_end_line,function_nloc
wolfssl/wolfssl,CVE-2018-12436,664,f1ead309872c7f919bc1386d51f054a9d2644479,True,False,wolfcrypt/src/ecc.c,wc_ecc_curve_load_item,995,1008,12
wolfssl/wolfssl,CVE-2018-12436,664,f1ead309872c7f919bc1386d51f054a9d2644479,True,False,wolfcrypt/src/ecc.c,wc_ecc_shared_secret,2355,2411,37
wolfssl/wolfssl,CVE-2018-12436,664,f1ead309872c7f919bc1386d51f054a9d2644479,True,False,wolfcrypt/src/ecc.c,wc_ecc_curve_load,1010,1066,40
wolfssl/wolfssl,CVE-2018-12436,664,7a1acc7e569df0c1954f6e958218aaf1a876c3ac,True,True,wolfcrypt/src/ecc.c,wc_ecc_sign_hash_ex,2477,2573,68
wolfssl/wolfssl,CVE-2018-12436,664,7a1acc7e569df0c1954f6e958218aaf1a876c3ac,True,False,wolfcrypt/src/ecc.c,wc_ecc_set_curve,748,781,27
wolfssl/wolfssl,CVE-2018-12436,664,7a1acc7e569df0c1954f6e958218aaf1a876c3ac,True,False,wolfcrypt/src/ecc.c,wc_ecc_init,2370,2410,24
wolfssl/wolfssl,CVE-2018-12436,664,7a1acc7e569df0c1954f6e958218aaf1a876c3ac,True,False,wolfcrypt/src/ecc.c,wc_ecc_import_raw,3877,3903,22
wolfssl/wolfssl,CVE-2018-12436,664,7a1acc7e569df0c1954f6e958218aaf1a876c3ac,True,False,wolfcrypt/src/ecc.c,wc_ecc_set_custom_curve,6311,6321,9
wolfssl/wolfssl,CVE-2018-12436,664,7a1acc7e569df0c1954f6e958218aaf1a876c3ac,True,False,wolfcrypt/src/ecc.c,wc_ecc_import_x963,3688,3691,4
wolfssl/wolfssl,CVE-2018-12436,664,7a1acc7e569df0c1954f6e958218aaf1a876c3ac,True,False,wolfcrypt/src/ecc.c,wc_ecc_import_raw_ex,3861,3866,5
wolfssl/wolfssl,CVE-2018-12436,664,7a1acc7e569df0c1954f6e958218aaf1a876c3ac,True,False,wolfcrypt/src/ecc.c,wc_ecc_import_x963_ex,3551,3686,91
wolfssl/wolfssl,CVE-2018-12436,664,7a1acc7e569df0c1954f6e958218aaf1a876c3ac,True,False,wolfcrypt/src/ecc.c,wc_ecc_import_raw_private,3789,3850,42
wolfssl/wolfssl,CVE-2018-12436,664,7a1acc7e569df0c1954f6e958218aaf1a876c3ac,True,False,wolfcrypt/src/ecc.c,,-1,-1,-1
wolfssl/wolfssl,CVE-2018-12436,664,7a1acc7e569df0c1954f6e958218aaf1a876c3ac,True,False,wolfcrypt/src/ecc.c,wc_ecc_make_key_ex,2171,2297,82
wolfssl/wolfssl,CVE-2018-12436,664,7a1acc7e569df0c1954f6e958218aaf1a876c3ac,True,False,wolfcrypt/src/ecc.c,wc_ecc_shared_secret,2015,2084,51
wolfssl/wolfssl,CVE-2018-12436,664,7a1acc7e569df0c1954f6e958218aaf1a876c3ac,True,False,wolfcrypt/src/ecc.c,wc_ecc_get_oid,6268,6308,33
wolfssl/wolfssl,CVE-2018-12436,664,7a1acc7e569df0c1954f6e958218aaf1a876c3ac,True,False,wolfcrypt/src/ecc.c,wc_ecc_dump_oids,2302,2353,37
wolfssl/wolfssl,CVE-2018-12436,664,7a1acc7e569df0c1954f6e958218aaf1a876c3ac,True,False,wolfcrypt/src/ecc.c,wc_ecc_make_key,2364,2367,4
wolfssl/wolfssl,CVE-2018-12436,664,7a1acc7e569df0c1954f6e958218aaf1a876c3ac,True,False,wolfcrypt/src/ecc.c,wc_ecc_export_x963_compressed,6236,6263,21
wolfssl/wolfssl,CVE-2019-19962,693,6372c3d6e110a1fbdb277c0d045e367785575bff,True,True,wolfcrypt/src/signature.c,wc_SignatureGenerate,388,463,47
wolfssl/wolfssl,CVE-2019-19962,693,6372c3d6e110a1fbdb277c0d045e367785575bff,True,False,wolfcrypt/src/signature.c,wc_SignatureDerEncode,52,70,16
wolfssl/wolfssl,CVE-2019-19962,693,6372c3d6e110a1fbdb277c0d045e367785575bff,True,False,wolfcrypt/src/signature.c,wc_SignatureVerify,228,303,47
wolfssl/wolfssl,CVE-2019-19962,693,fc02003f7654bb9e7880d8946f217fae054b3d0b,True,False,wolfcrypt/src/signature.c,wc_SignatureDerEncode,52,82,27
wolfssl/wolfssl,CVE-2019-19962,693,fc02003f7654bb9e7880d8946f217fae054b3d0b,True,False,wolfcrypt/src/signature.c,wc_SignatureVerifyHash,132,238,81
wolfssl/wolfssl,CVE-2019-19962,693,fc02003f7654bb9e7880d8946f217fae054b3d0b,True,False,wolfcrypt/src/signature.c,wc_SignatureVerify,240,301,44
wolfssl/wolfssl,CVE-2019-19962,693,fc02003f7654bb9e7880d8946f217fae054b3d0b,True,True,wolfcrypt/src/signature.c,wc_SignatureGenerate,386,447,44
wolfssl/wolfssl,CVE-2019-19962,693,fc02003f7654bb9e7880d8946f217fae054b3d0b,True,True,wolfcrypt/src/signature.c,wc_SignatureGenerateHash,304,384,56
wolfssl/wolfssl,CVE-2019-19962,693,fc02003f7654bb9e7880d8946f217fae054b3d0b,True,False,wolfssl/wolfcrypt/signature.h,,-1,-1,-1
wolfssl/wolfssl,CVE-2019-19962,693,b870bad63ea390f024c3cb0eecb60c3c30b5c345,True,False,wolfcrypt/src/signature.c,,-1,-1,-1
wolfssl/wolfssl,CVE-2019-19962,693,b870bad63ea390f024c3cb0eecb60c3c30b5c345,True,False,wolfcrypt/src/signature.c,wc_SignatureGetSize,40,74,29
wolfssl/wolfssl,CVE-2019-19962,693,b870bad63ea390f024c3cb0eecb60c3c30b5c345,True,True,wolfcrypt/src/signature.c,wc_SignatureGenerate,164,235,50
wolfssl/wolfssl,CVE-2019-19962,693,b870bad63ea390f024c3cb0eecb60c3c30b5c345,True,False,wolfssl/wolfcrypt/signature.h,,-1,-1,-1
wolfssl/wolfssl,CVE-2019-19962,693,b870bad63ea390f024c3cb0eecb60c3c30b5c345,True,False,wolfcrypt/src/signature.c,wc_SignatureVerify,76,162,63
wolfssl/wolfssl,CVE-2019-19962,693,f692c8cefb850557bb635a891c57d1d878234396,True,False,wolfcrypt/src/signature.c,,-1,-1,-1
wolfssl/wolfssl,CVE-2019-19962,693,f692c8cefb850557bb635a891c57d1d878234396,True,True,wolfcrypt/src/signature.c,wc_SignatureGenerate,139,204,48
wolfssl/wolfssl,CVE-2019-19962,693,f692c8cefb850557bb635a891c57d1d878234396,True,False,wolfcrypt/src/signature.c,wc_SignatureVerify,70,137,49
wolfssl/wolfssl,CVE-2019-19962,693,f692c8cefb850557bb635a891c57d1d878234396,True,False,wolfssl/wolfcrypt/signature.h,,-1,-1,-1
wolfssl/wolfssl,CVE-2019-19962,693,f692c8cefb850557bb635a891c57d1d878234396,True,False,wolfcrypt/src/signature.c,wc_SignatureGetSize,38,68,25
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,wc_ecc_sig_to_rs,6741,6802,44
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfssl/wolfcrypt/ecc.h,,-1,-1,-1
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,wc_ecc_rs_raw_to_sig,6673,6729,39
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,ecc_check_privkey_gen_helper,6027,6057,16
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,wc_ecc_sign_hash,4208,4318,68
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,wc_ecc_check_key,6107,6229,60
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,ecc_check_privkey_gen,5957,6021,47
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,wc_ecc_cmp_param,3185,3235,36
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,True,wolfcrypt/src/ecc.c,ecc_map,2268,2453,122
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,,-1,-1,-1
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,wc_ecc_rs_to_sig,6606,6661,38
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,True,wolfcrypt/src/ecc.c,wc_ecc_make_pub_ex,3735,3860,76
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,wc_ecc_verify_hash_ex,5167,5512,227
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,wc_ecc_mulmod_ex,2476,2916,292
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,wc_ecc_is_point,5843,5953,75
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,ecc_mul2add,4738,5019,193
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,wc_ecc_make_key_ex,3880,3987,59
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,wc_ecc_shared_secret_gen,3545,3582,29
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,wc_ecc_verify_hash,5047,5153,65
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,wc_ecc_import_x963_ex,6233,6388,102
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,wc_ecc_sign_hash_ex,4331,4656,193
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,ecc_projective_dbl_point,1919,2258,236
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,wc_ecc_import_point_der,5517,5664,95
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b,True,False,wolfcrypt/src/ecc.c,ecc_projective_add_point,1524,1890,258
wolfssl/wolfssl,CVE-2020-11735,693,a3a4f2d59cb9f36d56abdb88732382af98a5cd62,True,False,wolfcrypt/src/ecc.c,wc_ecc_check_key( ecc_key * key),5061,5153,48
wolfssl/wolfssl,CVE-2020-11735,693,a3a4f2d59cb9f36d56abdb88732382af98a5cd62,True,False,wolfcrypt/src/ecc.c,"wc_ecc_mulmod_ex( mp_int * k , ecc_point * G , ecc_point * R , mp_int * a , mp_int * modulus , int map , void * heap)",7095,7182,57
wolfssl/wolfssl,CVE-2020-11735,693,a3a4f2d59cb9f36d56abdb88732382af98a5cd62,True,False,wolfcrypt/src/ecc.c,"wc_ecc_verify_hash_ex( mp_int * r , mp_int * s , const byte * hash , word32 hashlen , int * res , ecc_key * key)",4246,4514,173
wolfssl/wolfssl,CVE-2020-11735,693,a3a4f2d59cb9f36d56abdb88732382af98a5cd62,True,False,wolfcrypt/src/ecc.c,"wc_ecc_shared_secret_gen_sync( ecc_key * private_key , ecc_point * point , byte * out , word32 * outlen , ecc_curve_spec * curve)",2788,2868,55
wolfssl/wolfssl,CVE-2020-11735,693,a3a4f2d59cb9f36d56abdb88732382af98a5cd62,True,False,wolfcrypt/src/ecc.c,"wc_ecc_mulmod_ex( mp_int * k , ecc_point * G , ecc_point * R , mp_int * a , mp_int * modulus , int map , void * heap)",2030,2379,244
wolfssl/wolfssl,CVE-2020-11735,693,a3a4f2d59cb9f36d56abdb88732382af98a5cd62,True,False,wolfcrypt/src/ecc.c,"wc_ecc_make_key_ex( WC_RNG * rng , int keysize , ecc_key * key , int curve_id)",3230,3327,54
wolfssl/wolfssl,CVE-2020-11735,693,a3a4f2d59cb9f36d56abdb88732382af98a5cd62,True,False,wolfcrypt/src/ecc.c,"wc_ecc_make_pub_ex( ecc_key * key , ecc_curve_spec * curveIn , ecc_point * pubOut)",3093,3210,73
wolfssl/wolfssl,CVE-2020-11735,693,a3a4f2d59cb9f36d56abdb88732382af98a5cd62,True,False,wolfcrypt/src/ecc.c,wc_ecc_fp_free( void),7207,7228,13
wolfssl/wolfssl,CVE-2020-11735,693,a3a4f2d59cb9f36d56abdb88732382af98a5cd62,True,False,wolfcrypt/src/ecc.c,"ecc_map( ecc_point * P , mp_int * modulus , mp_digit mp)",1898,2007,73
wolfssl/wolfssl,CVE-2020-11735,693,a3a4f2d59cb9f36d56abdb88732382af98a5cd62,True,False,wolfcrypt/src/ecc.c,,-1,-1,-1
wolfssl/wolfssl,CVE-2020-11735,693,a3a4f2d59cb9f36d56abdb88732382af98a5cd62,True,False,wolfcrypt/src/ecc.c,"wc_ecc_is_point( ecc_point * ecp , mp_int * a , mp_int * b , mp_int * prime)",4825,4911,61
wolfssl/wolfssl,CVE-2020-11735,693,a3a4f2d59cb9f36d56abdb88732382af98a5cd62,True,False,wolfcrypt/src/ecc.c,"wc_ecc_import_point_der( byte * in , word32 inLen , const int curve_idx , ecc_point * point)",4520,4645,82
wolfssl/wolfssl,CVE-2020-11735,693,a3a4f2d59cb9f36d56abdb88732382af98a5cd62,True,False,wolfcrypt/src/ecc.c,"ecc_check_pubkey_order( ecc_key * key , ecc_point * pubkey , mp_int * a , mp_int * prime , mp_int * order)",5017,5054,26
wolfssl/wolfssl,CVE-2020-11735,693,a3a4f2d59cb9f36d56abdb88732382af98a5cd62,True,False,wolfcrypt/src/ecc.c,"ecc_projective_dbl_point( ecc_point * P , ecc_point * R , mp_int * a , mp_int * modulus , mp_digit mp)",1639,1888,179
wolfssl/wolfssl,CVE-2020-11735,693,a3a4f2d59cb9f36d56abdb88732382af98a5cd62,True,False,wolfcrypt/src/ecc.c,"wc_ecc_import_x963_ex( const byte * in , word32 inLen , ecc_key * key , int curve_id)",5157,5304,96
wolfssl/wolfssl,CVE-2020-11735,693,a3a4f2d59cb9f36d56abdb88732382af98a5cd62,True,False,wolfcrypt/src/ecc.c,"ecc_projective_add_point( ecc_point * P , ecc_point * Q , ecc_point * R , mp_int * a , mp_int * modulus , mp_digit mp)",1333,1610,201
wolfssl/wolfssl,CVE-2020-11735,693,a3a4f2d59cb9f36d56abdb88732382af98a5cd62,True,False,wolfcrypt/src/ecc.c,"wc_ecc_sign_hash_ex( const byte * in , word32 inlen , WC_RNG * rng , ecc_key * key , mp_int * r , mp_int * s)",3684,3872,118
wolfssl/wolfssl,CVE-2020-11735,693,71f4d546a8131a83e5e441b24b2c7bff646ef359,True,False,wolfcrypt/src/ecc.c,wc_ecc_export_x963,4509,4592,50
wolfssl/wolfssl,CVE-2020-11735,693,71f4d546a8131a83e5e441b24b2c7bff646ef359,True,False,wolfcrypt/src/ecc.c,wc_ecc_sign_hash_ex,3529,3695,109
wolfssl/wolfssl,CVE-2020-11735,693,71f4d546a8131a83e5e441b24b2c7bff646ef359,True,False,wolfcrypt/src/ecc.c,wc_ecc_make_pub,3111,3116,5
wolfssl/wolfssl,CVE-2020-11735,693,71f4d546a8131a83e5e441b24b2c7bff646ef359,True,False,wolfcrypt/src/ecc.c,wc_ecc_check_key,4812,4891,40
wolfssl/wolfssl,CVE-2020-11735,693,71f4d546a8131a83e5e441b24b2c7bff646ef359,True,False,wolfcrypt/src/ecc.c,wc_ecc_import_private_key_ex,5206,5250,24
wolfssl/wolfssl,CVE-2020-11735,693,71f4d546a8131a83e5e441b24b2c7bff646ef359,True,False,wolfssl/wolfcrypt/ecc.h,,-1,-1,-1
wolfssl/wolfssl,CVE-2020-11735,693,71f4d546a8131a83e5e441b24b2c7bff646ef359,True,False,wolfcrypt/src/ecc.c,,-1,-1,-1
wolfssl/wolfssl,CVE-2020-11735,693,71f4d546a8131a83e5e441b24b2c7bff646ef359,True,False,wolfcrypt/src/ecc.c,ecc_check_pubkey_order,4785,4806,18
wolfssl/wolfssl,CVE-2020-11735,693,71f4d546a8131a83e5e441b24b2c7bff646ef359,True,False,wolfcrypt/src/ecc.c,wc_ecc_verify_hash_ex,4066,4304,156
wolfssl/wolfssl,CVE-2020-11735,693,71f4d546a8131a83e5e441b24b2c7bff646ef359,True,False,wolfcrypt/src/ecc.c,wc_ecc_make_key_ex,3119,3196,42
wolfssl/wolfssl,CVE-2020-11735,693,71f4d546a8131a83e5e441b24b2c7bff646ef359,True,False,wolfcrypt/src/ecc.c,wc_ecc_export_raw,5092,5178,55
wolfssl/wolfssl,CVE-2020-11735,693,71f4d546a8131a83e5e441b24b2c7bff646ef359,True,True,wolfcrypt/src/ecc.c,wc_ecc_make_pub_ex,3004,3099,64
wolfssl/wolfssl,CVE-2020-11735,693,90f8f67982df37ac0f415b065cee452977fa01c5,True,False,wolfcrypt/src/tfm.c,fp_to_unsigned_bin_at_pos,1929,1954,22
wolfssl/wolfssl,CVE-2020-11735,693,90f8f67982df37ac0f415b065cee452977fa01c5,True,False,wolfcrypt/src/tfm.c,fp_read_radix,3133,3192,36
wolfssl/wolfssl,CVE-2020-11735,693,90f8f67982df37ac0f415b065cee452977fa01c5,True,False,wolfcrypt/src/tfm.c,fp_read_radix_16,3089,3130,34
wolfssl/wolfssl,CVE-2020-11735,693,90f8f67982df37ac0f415b065cee452977fa01c5,True,False,wolfcrypt/src/ecc.c,wc_ecc_verify_hash_ex,4124,4381,167
wolfssl/wolfssl,CVE-2020-11735,693,90f8f67982df37ac0f415b065cee452977fa01c5,True,True,wolfcrypt/src/ecc.c,wc_ecc_make_pub_ex,3023,3134,72
wolfssl/wolfssl,CVE-2020-11735,693,90f8f67982df37ac0f415b065cee452977fa01c5,True,False,wolfcrypt/src/ecc.c,wc_ecc_sign_hash_ex,3574,3753,114
wolfssl/wolfssl,CVE-2020-11735,693,90f8f67982df37ac0f415b065cee452977fa01c5,True,False,wolfcrypt/src/ecc.c,,-1,-1,-1
wolfssl/wolfssl,CVE-2020-11735,693,90f8f67982df37ac0f415b065cee452977fa01c5,True,False,wolfcrypt/src/ecc.c,ecc_check_privkey_gen,4774,4835,45
wolfssl/wolfssl,CVE-2020-11735,693,90f8f67982df37ac0f415b065cee452977fa01c5,True,True,wolfcrypt/src/ecc.c,wc_ecc_shared_secret_gen_sync,2728,2800,53
