project,cve,cwe,commit_sha,is_file_vulnerable,is_function_vulnerable,file_name,function_name,function_start_line,function_end_line,function_nloc
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,readSeparateTilesIntoBuffer,779,848,62
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,computeInputPixelOffsets,4226,4502,238
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,writeBufferToSeparateTiles,1031,1097,59
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,reverseSamples32bits,7673,7795,111
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,combineSeparateSamples16bits,3486,3594,95
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,readContigStripsIntoBuffer,3367,3388,20
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,dump_short,2218,2253,33
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,combineSeparateSamples8bits,3391,3483,80
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,writeCroppedImage,6546,6751,168
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,dump_info,2328,2338,11
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,writeImageSections,5864,5923,47
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,,-1,-1,-1
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,initImageData,4155,4168,14
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,True,tools/tiffcrop.c,reverseSamplesBytes,7798,7842,43
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,combineSeparateSamplesBytes,3879,3934,50
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,extractSeparateRegion,5421,5536,106
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,writeSingleSection,5929,6144,174
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,update_output_file,1795,1846,45
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,process_command_opts,1298,1788,464
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,processCropSelections,6194,6418,206
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,writeSelections,5757,5861,97
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,main,1850,2139,237
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,rotateContigSamples16bits,6830,6918,80
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,extractContigSamplesShifted24bits,3028,3135,94
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,rotateContigSamples32bits,7025,7153,118
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,extractContigSamples16bits,2519,2611,83
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,initDumpOptions,4212,4222,11
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,getCropOffsets,4516,4710,166
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,readContigTilesIntoBuffer,725,777,50
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,dump_data,2143,2181,36
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,computeOutputPixelOffsets,4714,4941,197
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,extractImageSection,5539,5754,169
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,writeBufferToSeparateStrips,878,979,54
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,dump_long,2255,2289,33
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,extractContigSamples8bits,2442,2516,67
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,readSeparateStripsIntoBuffer,3936,4090,137
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,reverseSamples16bits,7492,7573,73
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,dump_wide,2291,2326,33
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,extractContigSamplesShifted32bits,3138,3267,117
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,True,tools/tiffcrop.c,loadImage,4944,5127,171
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,combineSeparateSamples24bits,3597,3725,111
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,reverseSamples24bits,7576,7669,82
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,dump_byte,2183,2216,31
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,correct_orientation,5129,5178,45
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,rotateContigSamples24bits,6921,7022,89
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,writeBufferToContigTiles,981,1029,43
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05,True,False,tools/tiffcrop.c,extractContigSamplesToBuffer,3271,3342,66
